2026-31821	2026-08-14 08:00:00	19
2026-31821	2026-08-14 12:00:00	19
2026-31821	2026-08-14 13:00:00	19
2026-31821	2026-08-14 17:00:00	19
2026-37458	2026-08-14 08:00:00	19
2026-37458	2026-08-14 12:00:00	19
2026-37458	2026-08-14 13:00:00	19
2026-37458	2026-08-14 17:00:00	19
2026-58843	2026-08-15 08:00:00	19
2026-58843	2026-08-15 12:00:00	19
2026-58843	2026-08-15 13:00:00	19
2026-58843	2026-08-15 17:00:00	19
2026-44182	2026-08-15 08:00:00	19
2026-44182	2026-08-15 12:00:00	19
2026-44182	2026-08-15 13:00:00	19
2026-44182	2026-08-15 17:00:00	19
2026-35396	2026-08-15 08:00:00	19
2026-35396	2026-08-15 12:00:00	19
2026-35396	2026-08-15 13:00:00	19
2026-35396	2026-08-15 17:00:00	19
2026-31821	2026-08-15 08:00:00	19
2026-31821	2026-08-15 12:00:00	19
2026-31821	2026-08-15 13:00:00	19
2026-31821	2026-08-15 17:00:00	19
2026-37458	2026-08-15 08:00:00	19
2026-37458	2026-08-15 12:00:00	19
2026-37458	2026-08-15 13:00:00	19
2026-37458	2026-08-15 17:00:00	19
2026-58843	2026-08-16 08:00:00	19
2026-58843	2026-08-16 12:00:00	19
2026-58843	2026-08-16 13:00:00	19
2026-58843	2026-08-16 17:00:00	19
2026-44182	2026-08-16 08:00:00	19
2026-44182	2026-08-16 12:00:00	19
2026-44182	2026-08-16 13:00:00	19
2026-44182	2026-08-16 17:00:00	19
2026-35396	2026-08-16 08:00:00	19
2026-35396	2026-08-16 12:00:00	19
2026-35396	2026-08-16 13:00:00	19
2026-35396	2026-08-16 17:00:00	19
2026-31821	2026-08-16 08:00:00	19
2026-31821	2026-08-16 12:00:00	19
2026-31821	2026-08-16 13:00:00	19
2026-31821	2026-08-16 17:00:00	19
2026-37458	2026-08-16 08:00:00	19
2026-37458	2026-08-16 12:00:00	19
2026-37458	2026-08-16 13:00:00	19
2026-37458	2026-08-16 17:00:00	19
